Route,Year,x,y,Effort,Habitat,JunJul,DJF,AprMay,Phylloscopus_trochilus,Turdus_iliacus,Fringilla_coelebs,Turdus_philomelos,Carduelis_spinus,Parus_major,Anthus_trivialis,Erithacus_rubecula,Cuculus_canorus,Muscicapa_striata,Ficedula_hypoleuca,Turdus_pilaris,Loxia_curvirostra,Columba_palumbus,Sylvia_borin,Corvus_corone,Dendrocopos_major,Emberiza_citrinella,Turdus_merula,Sylvia_curruca,Regulus_regulus,Prunella_modularis,Phoenicurus_phoenicurus,Parus_caeruleus,Parus_montanus,Motacilla_alba,Carduelis_chloris,Phylloscopus_collybita,Tringa_ochropus,Parus_cristatus,Sylvia_communis,Grus_grus,Larus_canus,Pica_pica,Phylloscopus_sibilatrix,Turdus_viscivorus,Hirundo_rustica,Sylvia_atricapilla,Tetrao_tetrix,Pyrrhula_pyrrhula,Dryocopus_martius,Certhia_familiaris,Alauda_arvensis,Corvus_corax,Saxicola_rubetra,Garrulus_glandarius,Numenius_arquata,Carpodacus_erythrinus,Gallinago_gallinago,Corvus_monedula
97,2013,5070.,4304.6,5150,Op,14.964,-6.0144,8.28615,47,6,78,21,4,15,7,16,2,2,13,5,9,11,9,4,3,15,16,2,3,5,2,5,0,0,0,2,0,1,1,0,4,3,6,1,2,8,0,0,0,2,3,1,1,0,1,0,0,0
97,2012,5070.,4304.6,5150,Op,18.07,-4.9011,6.96635,37,2,49,9,15,15,12,7,3,5,9,9,2,10,18,3,3,9,8,2,3,7,1,6,0,1,4,2,0,1,5,0,5,0,5,0,1,3,0,2,1,0,2,1,0,0,0,0,0,0
97,2010,5070.,4304.6,5150,Op,14.821,-9.7856,8.00585,37,2,43,7,7,7,4,8,2,0,2,6,1,4,11,4,2,8,7,1,2,7,1,4,0,4,5,2,0,1,3,0,5,2,3,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0
97,2007,5070.,4304.6,5150,Op,16.605,-4.0033,7.506,46,5,60,3,5,10,8,7,4,2,6,15,3,2,13,6,3,11,13,1,3,6,0,3,0,1,4,2,0,0,3,0,6,2,10,0,1,3,0,0,0,1,0,0,0,1,0,0,0,1
97,2014,5070.,4304.6,5150,Op,16.744,-3.1045,7.93735,41,10,76,15,9,13,11,14,6,5,6,15,19,10,19,9,0,14,9,5,5,4,2,5,2,0,6,4,1,1,4,0,2,4,3,1,0,3,2,3,1,1,1,1,1,1,2,2,0,0
98,2012,5094.3,4311.,6000,Co,18.072,-5.082,6.7095,43,7,114,12,19,12,8,28,4,2,3,9,3,18,19,14,2,17,15,5,2,7,0,13,3,1,2,6,2,0,9,1,25,1,1,0,2,5,1,2,1,1,1,4,1,0,1,0,0,29
98,2014,5094.3,4311.,6000,Co,16.964,-3.2326,7.7995,43,2,76,10,9,13,8,14,7,3,3,23,1,16,12,16,3,14,10,1,3,3,0,8,1,3,3,7,0,1,6,1,51,3,1,1,2,2,7,2,1,4,1,1,3,1,1,4,0,22
98,2013,5094.3,4311.,6000,Co,15.133,-6.1611,7.96735,35,8,92,12,5,18,5,11,7,3,5,14,6,18,11,13,5,15,14,4,5,4,0,7,1,4,1,8,0,1,4,2,51,1,1,0,1,7,6,3,2,1,1,2,1,2,3,5,1,6
98,2008,5094.3,4311.,6000,Co,15.715,-0.4,7.77615,41,12,95,13,6,14,18,22,0,2,1,12,7,6,19,9,1,33,3,2,12,3,0,7,1,1,6,4,2,2,8,0,0,3,0,1,3,3,0,0,0,1,0,0,0,3,0,2,0,7
98,2011,5094.3,4311.,6000,Co,17.913,-10.307,8.20085,27,2,63,12,4,8,9,17,3,2,2,14,5,11,11,17,1,14,11,1,4,1,0,3,0,3,4,5,0,0,5,1,8,5,1,0,2,3,1,4,0,1,1,0,0,1,1,0,0,11
101,2010,5166.7,4327.3,6000,Co,15.049,-10.69,7.567,12,11,64,13,12,7,8,17,4,4,1,4,6,0,11,2,1,0,3,1,3,8,2,5,2,0,0,6,1,3,0,0,0,0,2,6,0,3,3,3,0,2,0,0,0,1,0,0,0,0
101,2012,5166.7,4327.3,6000,Co,18.151,-5.3124,6.546,9,2,36,7,1,4,4,6,0,0,1,0,1,4,2,0,2,0,2,1,0,2,2,2,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,2013,5166.7,4327.3,6000,Co,15.621,-6.1633,7.98585,18,4,49,7,5,5,7,8,1,1,3,1,2,3,8,1,4,0,3,2,1,1,1,1,0,1,0,1,4,2,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,1
101,2009,5166.7,4327.3,6000,Co,14.83,-4.0289,7.28835,22,18,75,12,22,10,10,18,3,4,4,2,2,5,5,11,4,0,9,3,7,10,4,4,0,0,0,5,4,2,0,0,5,0,5,1,0,2,1,1,1,3,0,0,0,0,0,4,0,0
101,2014,5166.7,4327.3,6000,Co,17.2,-3.2382,7.8285,17,5,37,5,1,3,6,13,0,0,5,5,0,5,5,1,3,0,3,0,0,3,1,2,1,0,0,6,2,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
104,2014,5240.1,4345.2,6100,Co,17.733,-3.7944,7.86215,69,0,59,9,10,11,13,18,4,10,1,0,8,2,7,1,1,2,3,3,11,8,1,0,3,0,0,5,4,4,0,1,0,0,3,1,0,0,1,0,0,3,1,0,0,1,0,0,1,0
104,2013,5240.1,4345.2,6100,Co,15.862,-6.9211,8.10915,78,5,54,9,7,13,20,24,8,12,0,1,5,11,4,0,3,0,6,1,4,2,4,0,4,1,0,3,3,2,2,2,1,0,5,0,1,0,2,0,1,1,0,0,0,0,0,1,1,0
104,2009,5240.1,4345.2,6000,Co,15.043,-4.6522,7.1745,53,3,53,11,11,1,13,11,12,0,1,1,1,6,2,0,3,3,0,0,5,3,1,0,4,0,0,2,2,2,0,3,0,0,1,3,1,0,0,0,0,1,0,0,0,2,0,0,5,0
104,2012,5240.1,4345.2,6100,Co,18.525,-5.7517,6.825,66,6,81,14,8,11,13,20,9,5,2,0,3,2,2,0,3,1,5,1,12,3,2,0,6,0,0,2,1,5,3,1,1,0,6,2,0,0,0,1,0,4,0,0,0,0,1,0,0,0
104,2010,5240.1,4345.2,6000,Co,15.367,-11.306,8.00915,54,3,55,11,11,3,10,16,5,8,0,2,2,0,0,0,0,1,1,3,6,4,1,1,2,0,0,1,2,1,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0
104,2011,5240.1,4345.2,6000,Co,18.526,-10.917,8.09685,67,3,58,13,5,3,10,27,5,3,0,2,1,0,2,0,0,1,0,6,5,2,8,1,5,2,1,5,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0
105,2012,5263.8,4350.7,6500,Co,18.53,-5.8472,6.9125,56,11,71,7,8,16,20,10,4,7,13,7,4,1,13,13,8,2,3,2,1,2,9,12,2,2,0,0,3,3,2,0,9,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
105,2011,5263.8,4350.7,6000,Co,18.372,-11.077,8.19915,63,17,59,11,8,29,9,13,1,3,1,10,8,0,9,3,0,7,5,1,1,0,10,7,2,4,4,0,0,1,2,1,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
105,2009,5263.8,4350.7,6000,Co,14.969,-4.7667,7.132,38,11,32,5,7,22,11,7,4,3,5,13,3,3,11,8,4,6,3,4,1,2,8,7,4,2,8,0,1,0,5,0,7,7,3,3,2,1,1,1,2,0,0,0,2,0,1,0,0,0
105,2010,5263.8,4350.7,6000,Co,15.221,-11.39,8.08015,55,18,38,4,9,18,23,12,9,8,7,7,2,1,6,5,1,11,2,3,0,0,7,8,2,2,1,0,1,1,7,0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2
105,2014,5263.8,4350.7,6500,Co,17.743,-3.8101,7.93385,51,0,41,4,8,26,16,11,4,9,17,7,9,2,18,7,2,5,4,3,4,2,10,7,1,1,2,0,0,2,3,0,9,6,6,2,0,2,1,0,0,0,0,1,0,1,0,1,0,7
105,2013,5263.8,4350.7,6500,Co,15.841,-7.0144,8.21165,57,7,46,9,1,28,14,17,7,6,21,8,5,3,10,7,4,2,2,3,0,0,18,12,0,1,0,0,1,0,5,0,4,5,2,0,1,3,1,0,1,0,0,0,0,1,1,0,0,11
106,2014,5288.3,4356.1,6300,Co,17.926,-3.7472,7.5395,47,1,57,8,5,25,18,13,4,13,4,2,4,3,14,2,1,4,6,2,6,4,1,9,3,1,0,0,7,1,3,1,5,0,8,2,1,3,0,3,0,4,0,0,0,2,0,1,1,5
106,2009,5288.3,4356.1,6200,Co,14.908,-4.9289,6.61085,29,3,36,17,9,10,14,13,7,11,4,2,3,3,13,1,4,5,4,1,5,5,0,5,1,1,3,0,2,1,3,0,2,1,3,3,0,1,1,1,1,2,0,0,2,0,1,1,1,0
106,2010,5288.3,4356.1,6200,Co,15.092,-11.419,7.48635,34,9,66,23,10,15,25,18,11,16,3,7,0,6,13,0,1,5,7,1,6,5,2,2,4,0,2,1,2,5,1,0,0,2,8,0,1,1,3,2,2,1,0,0,0,0,0,2,0,0
106,2013,5288.3,4356.1,6300,Co,15.825,-7.0078,7.23735,46,10,67,13,7,19,29,15,6,11,1,4,7,10,14,1,4,7,6,1,1,1,3,2,4,2,1,2,4,2,4,1,2,0,6,2,1,4,3,0,1,4,0,0,1,1,1,4,0,0
106,2011,5288.3,4356.1,6200,Co,18.284,-11.424,7.489,53,6,95,15,11,25,26,29,12,7,0,1,0,7,16,3,1,7,7,0,6,4,3,2,3,0,2,0,1,4,3,1,1,0,12,2,1,1,1,2,1,0,0,2,0,2,1,4,1,0
106,2012,5288.3,4356.1,6300,Co,18.451,-5.8764,6.24735,42,5,96,14,18,17,26,33,9,14,1,4,4,8,18,1,1,6,8,2,6,3,5,11,3,1,2,0,2,1,1,3,2,1,7,2,0,2,1,0,1,2,0,1,1,1,0,1,1,0
112,2007,5016.400000000001,4317.4,6000,Co,16.7,-4.0567,7.20635,40,10,49,7,8,8,9,7,0,3,5,16,2,6,10,3,0,3,8,1,8,5,1,1,4,2,2,9,2,5,5,1,3,1,7,0,2,1,0,2,2,1,0,3,0,1,0,1,0,0
112,2010,5016.400000000001,4317.4,6000,Co,15.108,-9.5144,7.62835,38,8,56,10,16,8,2,17,2,4,5,17,1,8,10,5,0,6,11,3,6,3,0,3,3,2,2,10,3,3,1,2,5,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0
112,2014,5016.400000000001,4317.4,6000,Co,16.662,-2.9449,7.63935,41,9,46,10,9,9,5,21,2,6,5,21,4,11,10,2,1,6,11,3,10,6,0,7,2,3,5,8,1,2,1,2,5,0,6,1,3,3,0,3,1,2,0,0,0,0,0,2,0,0
112,2008,5016.400000000001,4317.4,6000,Co,15.902,-0.33407,7.5211,34,12,42,4,12,9,7,15,0,2,8,19,4,8,7,1,1,6,11,5,13,7,0,3,3,1,2,11,3,2,4,0,3,1,6,0,1,4,0,0,0,2,0,2,0,1,0,2,0,0
112,2006,5016.400000000001,4317.4,6000,Co,16.193,-6.1456,6.72165,72,6,51,12,15,9,9,14,1,1,4,10,4,6,14,5,2,12,14,2,6,8,0,1,2,3,3,8,3,6,2,0,6,0,4,0,1,3,1,3,2,1,0,0,0,2,0,1,0,0
112,2012,5016.400000000001,4317.4,6000,Co,18.118,-4.6472,6.474,38,10,41,14,12,9,5,20,2,11,6,12,4,11,11,1,1,6,15,3,7,5,0,5,2,3,2,4,1,7,1,1,4,1,4,1,2,4,1,1,0,1,1,0,0,0,0,0,0,1
112,2011,5016.400000000001,4317.4,6000,Co,17.444,-9.8622,7.87085,40,9,50,10,17,8,4,18,0,10,8,13,1,8,8,3,2,7,12,2,12,5,1,6,6,1,2,7,2,3,1,1,4,1,0,0,1,4,0,1,1,2,0,1,0,0,0,0,0,0
112,2013,5016.400000000001,4317.4,6000,Co,14.87,-5.8178,7.85135,41,8,47,13,14,12,8,13,2,11,4,17,7,11,7,4,3,3,12,1,10,10,0,5,4,1,2,10,1,2,1,0,3,0,2,2,3,2,0,1,0,3,0,0,1,2,0,1,0,0
112,2009,5016.400000000001,4317.4,6000,Co,15.108,-3.7344,7.489,34,8,41,12,8,9,6,11,0,5,3,9,9,12,5,3,5,5,9,6,10,6,1,1,3,0,2,9,2,3,2,3,4,0,1,1,1,3,1,1,1,2,0,1,1,1,1,1,0,0
113,2011,5038.2,4319.7,6700,Br,17.689,-10.256,7.93085,39,10,41,5,4,5,8,19,7,7,7,9,6,21,24,6,9,10,11,1,2,5,0,7,3,4,0,10,0,1,2,2,7,2,0,1,2,3,1,1,3,2,0,3,0,0,0,0,0,0
113,2009,5038.2,4319.7,6350,Br,15.007,-3.9478,7.34965,25,10,42,6,7,8,11,2,0,4,3,17,2,15,15,4,3,15,9,4,6,2,0,5,2,1,4,10,0,2,5,1,6,0,0,1,1,4,2,1,3,2,0,1,1,1,0,4,2,1
113,2014,5038.2,4319.7,6700,Br,16.721,-3.2573,7.52835,33,5,36,5,4,17,6,11,3,5,5,15,0,16,19,7,2,7,7,5,7,2,0,6,1,3,0,11,0,2,3,0,6,4,1,0,2,4,3,1,2,1,1,1,0,2,3,2,2,1
113,2010,5038.2,4319.7,6700,Br,14.92,-9.8511,7.5995,41,13,44,14,9,9,4,10,4,5,10,26,3,7,18,9,0,6,9,2,5,3,1,7,3,1,2,8,1,1,3,0,6,6,1,0,1,5,1,1,2,2,1,1,0,1,2,3,1,1
115,2011,5087.900000000001,4336.3,6000,Br,17.511,-10.759,7.7545,32,11,66,10,10,6,8,7,2,7,3,2,3,10,16,4,4,11,2,0,7,3,1,3,1,0,3,4,1,1,8,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,2,3,0,5
115,2010,5087.900000000001,4336.3,6000,Br,14.666,-10.467,7.49185,24,11,55,8,12,5,4,17,2,5,0,7,4,4,10,4,6,14,2,1,8,0,0,2,1,2,0,11,0,2,7,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,2,5,0,6
115,2014,5087.900000000001,4336.3,6000,Br,16.577,-3.3764,7.432,33,10,61,13,8,9,12,12,5,5,4,8,1,9,13,3,2,7,8,4,13,4,0,1,0,0,0,9,1,1,6,1,0,0,1,0,0,2,1,1,0,8,0,2,1,1,0,1,0,2
115,2009,5087.900000000001,4336.3,6000,Br,14.618,-3.9878,7.252,13,10,55,19,14,6,7,11,1,6,1,7,0,8,4,2,6,7,2,1,7,2,0,1,3,1,2,5,0,1,9,3,2,3,0,0,1,1,0,0,0,4,0,1,0,2,2,1,1,1
115,2008,5087.900000000001,4336.3,6000,Br,15.374,-0.67253,7.13215,20,6,53,7,9,7,8,23,4,1,5,6,5,1,7,4,6,7,5,0,7,2,0,2,2,2,1,6,1,0,5,0,1,1,0,0,1,1,0,0,0,3,1,0,1,1,2,2,0,2
118,2012,5162.,4352.9,6100,Urb,18.005,-5.3326,5.79785,28,9,58,7,8,9,6,7,4,6,4,34,3,9,24,3,2,13,6,0,2,6,0,4,1,3,0,2,0,1,15,0,16,6,2,0,5,0,0,0,0,1,6,0,3,0,16,5,1,12
118,2010,5162.,4352.9,6000,Urb,14.961,-10.918,7.3415,22,7,37,3,5,5,3,3,1,1,4,26,0,10,18,1,1,6,2,0,0,0,0,0,0,1,5,1,0,0,3,1,4,3,0,0,8,3,0,0,0,0,3,0,3,0,10,6,0,5
118,2008,5162.,4352.9,6000,Urb,15.697,-0.66593,6.626,19,12,29,0,1,4,3,1,3,2,3,15,0,10,14,3,0,8,3,1,2,2,0,1,0,8,2,0,0,0,3,3,5,4,0,1,8,3,0,0,0,0,11,0,3,0,10,2,1,6
118,2006,5162.,4352.9,6000,Urb,16.192,-7.0178,6.64115,35,7,43,4,2,3,1,1,5,2,0,9,1,5,15,3,0,6,0,0,0,2,0,1,0,4,2,0,0,0,6,0,6,2,1,0,2,1,0,0,0,0,3,0,2,0,11,6,0,3
119,2009,5185.900000000001,4356.6,6000,Br,14.562,-4.4756,7.125,35,13,66,20,13,6,13,31,6,4,1,3,1,3,13,0,4,6,11,2,11,12,0,3,3,0,7,8,5,2,5,1,0,0,3,1,1,0,1,1,5,1,0,0,0,0,0,1,1,0
119,2013,5185.900000000001,4356.6,6000,Br,15.484,-6.77,7.96165,56,6,73,16,22,12,19,21,7,12,8,3,12,9,12,1,10,1,4,2,11,14,3,2,3,0,0,5,4,0,3,2,0,1,1,2,3,3,5,2,1,3,0,0,0,0,0,1,0,3
119,2014,5185.900000000001,4356.6,6000,Br,17.026,-3.5798,7.6675,41,4,62,12,11,14,21,20,6,14,5,2,2,4,15,1,6,1,9,10,13,16,1,2,4,1,1,8,5,4,5,1,0,1,4,0,2,6,4,2,0,5,0,0,1,3,0,2,0,3
119,2012,5185.900000000001,4356.6,6000,Br,17.943,-5.7899,6.364,60,12,81,18,21,10,15,31,3,7,3,1,5,0,16,0,8,3,8,2,12,7,3,1,10,0,1,5,5,3,2,1,1,0,2,0,2,7,3,5,0,3,0,0,0,0,1,4,1,0
120,2009,5209.2,4362.2,6000,Br,14.869,-4.6789,7.048,34,18,76,15,10,11,11,27,10,4,5,6,0,14,13,4,6,0,3,1,3,8,1,8,4,0,3,2,5,2,1,1,3,0,7,1,0,0,2,4,0,3,0,0,0,0,2,0,1,0
120,2014,5209.2,4362.2,6000,Br,17.282,-3.7753,7.5785,77,15,81,19,12,19,12,24,6,14,7,6,0,4,18,1,5,0,12,5,12,5,1,2,1,0,0,2,2,2,1,1,0,1,9,1,0,6,1,1,2,6,0,0,0,1,0,0,0,0
120,2012,5209.2,4362.2,6000,Br,18.107,-5.9539,6.38685,46,12,77,19,8,13,9,28,12,9,4,4,1,3,19,1,6,0,10,0,13,6,1,5,6,0,1,0,2,5,0,0,1,0,9,1,1,4,2,0,1,2,0,0,0,0,1,0,0,0
120,2013,5209.2,4362.2,6000,Br,15.544,-7.0211,7.77535,56,12,64,14,10,21,10,25,7,17,9,3,8,10,22,1,10,6,5,3,11,8,1,10,6,0,0,1,3,0,4,1,0,0,7,0,1,2,3,0,1,6,0,0,1,3,2,0,0,0
121,2012,5233.,4369.400000000001,6000,Co,18.089,-6.1191,6.53,68,1,57,10,10,9,12,15,7,15,4,2,4,2,7,0,2,1,4,4,6,1,4,0,4,0,0,5,0,2,1,0,0,0,3,1,0,0,3,4,2,3,0,2,0,1,1,0,0,0
121,2013,5233.,4369.400000000001,6000,Co,15.6,-7.1878,7.9375,96,6,30,18,15,10,20,19,9,10,1,0,5,2,9,2,3,0,1,3,7,7,5,2,4,1,0,3,5,3,0,1,0,0,2,3,0,0,5,0,0,0,1,1,0,0,0,2,0,0
121,2014,5233.,4369.400000000001,6000,Co,17.389,-3.9034,7.63585,84,3,52,13,15,19,21,15,5,10,2,0,3,0,8,1,0,0,4,3,13,2,2,3,7,1,0,6,2,2,1,0,0,0,1,2,1,0,2,0,0,1,0,0,0,1,0,0,0,0
121,2009,5233.,4369.400000000001,6000,Co,14.761,-4.8889,6.969,46,4,59,7,19,8,12,15,2,2,2,2,1,1,5,0,1,1,0,7,4,5,1,0,3,0,0,2,3,2,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1,1,1,1,0
130,2013,5009.1,4341.3,6000,Co,14.708,-5.9456,8.05335,57,8,55,7,9,10,5,9,1,0,5,10,12,10,5,7,3,5,10,3,3,2,0,4,2,0,0,7,2,2,5,2,0,1,0,0,1,3,0,0,1,2,4,0,2,1,4,7,0,4
130,2012,5009.1,4341.3,6000,Co,17.925,-4.8371,6.399,31,12,37,10,13,11,9,9,1,3,2,20,2,13,8,5,6,10,3,3,7,8,0,4,4,2,1,7,4,0,0,3,1,3,1,0,4,0,3,0,0,0,13,0,4,1,3,1,2,3
130,2011,5009.1,4341.3,6000,Co,17.066,-10.074,7.89215,41,9,47,6,16,5,9,13,2,3,3,30,0,13,13,3,5,15,6,6,6,4,0,2,2,1,2,9,4,0,2,3,0,1,0,2,4,1,0,2,0,1,9,1,2,1,3,2,1,2
130,2008,5009.1,4341.3,6000,Co,15.518,-0.5033,7.30805,53,14,60,11,12,3,15,13,0,2,1,18,7,10,6,9,7,18,6,0,14,4,0,1,4,2,0,5,2,3,4,2,0,2,0,0,0,1,1,1,3,0,4,0,2,1,1,0,5,0
134,2010,5105.3,4364.4,6000,Br,14.734,-10.883,7.218,68,8,69,6,23,14,30,10,12,13,1,2,13,1,8,2,2,2,2,7,1,14,5,1,5,0,0,8,2,1,1,1,0,0,0,4,2,0,7,0,4,0,0,1,0,1,0,1,3,0
134,2011,5105.3,4364.4,6000,Br,17.543,-11.079,7.3765,55,7,43,5,7,11,15,20,1,7,3,4,3,1,9,0,2,2,3,2,0,5,0,0,5,1,2,4,4,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
134,2013,5105.3,4364.4,6000,Br,14.933,-6.5733,7.32765,29,6,84,2,14,9,16,17,1,1,0,4,5,3,5,1,2,2,2,1,4,7,1,3,5,1,0,9,0,2,0,1,1,0,0,1,0,1,0,1,0,2,0,0,0,1,0,0,2,0
134,2012,5105.3,4364.4,6000,Br,17.646,-5.5854,5.58615,50,3,76,11,16,8,15,24,4,1,1,4,6,4,8,1,1,4,2,1,3,8,0,2,2,0,4,8,4,4,0,0,0,1,2,5,1,1,0,1,2,0,0,0,0,0,0,0,1,0
149,2009,5026.400000000001,4369.8,6000,Co,14.148,-4.1511,6.91865,53,3,31,8,12,7,15,8,5,5,3,7,12,8,2,1,3,3,3,4,7,2,0,1,3,3,1,1,3,2,0,1,3,0,0,1,1,1,5,0,1,2,0,2,2,0,0,1,2,0
149,2013,5026.400000000001,4369.8,6000,Co,14.423,-6.3656,7.46215,45,2,36,4,13,5,18,12,2,5,3,2,7,9,4,2,3,4,0,3,6,2,1,1,2,1,0,11,3,4,0,2,1,0,0,2,2,2,1,1,1,1,0,0,3,0,1,0,1,0
149,2014,5026.400000000001,4369.8,6000,Co,16.074,-3.4348,7.12465,38,0,61,2,2,8,16,16,8,4,2,8,0,1,5,3,3,4,2,0,5,1,1,8,0,0,0,4,5,0,0,2,4,0,0,0,2,0,0,1,0,0,0,5,1,1,2,0,1,0
149,2008,5026.400000000001,4369.8,6000,Co,15.116,-0.95495,6.5258,66,5,40,6,15,8,26,14,5,4,5,7,1,5,5,3,6,6,4,4,6,5,0,1,7,2,0,4,4,1,1,3,0,1,0,1,3,0,8,0,5,0,0,2,2,1,0,0,5,0
150,2010,5047.900000000001,4371.1,7000,Urb,14.593,-10.368,7.04465,38,12,42,1,11,8,4,8,2,4,0,27,0,8,15,7,3,20,3,5,3,9,0,8,3,7,8,2,1,0,16,2,16,6,0,0,4,0,2,1,2,0,8,1,5,1,5,5,0,9
150,2009,5047.900000000001,4371.1,7000,Urb,14.403,-4.0167,6.85765,33,14,35,4,12,5,3,3,1,1,5,21,1,16,17,8,3,19,6,1,2,3,1,8,2,8,7,1,0,0,6,0,15,5,2,0,3,1,2,0,2,0,5,1,2,0,4,7,1,20
150,2014,5047.900000000001,4371.1,7000,Urb,16.364,-3.3517,7.02935,30,16,52,7,12,9,4,5,1,5,7,49,0,11,8,6,0,14,2,1,7,4,6,0,0,5,4,2,1,0,6,1,4,4,4,1,10,2,3,3,1,0,5,0,3,2,4,1,1,34
150,2012,5047.900000000001,4371.1,7000,Urb,17.421,-5.3483,5.5606,23,16,33,6,17,7,4,6,1,5,4,38,0,5,9,4,1,15,6,1,1,9,1,6,3,7,6,1,0,0,9,0,16,2,2,1,10,2,0,2,1,0,2,2,7,1,3,6,0,9
154,2009,5147.2,4401.6,6000,Br,14.256,-4.6189,6.78535,38,2,63,11,4,15,9,16,7,0,0,0,0,3,12,2,1,1,6,1,2,7,0,3,2,0,0,6,3,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
154,2010,5147.2,4401.6,6000,Br,14.813,-11.288,7.38335,36,2,42,7,9,2,4,15,4,0,0,3,3,6,15,1,1,2,7,5,1,9,0,0,2,0,0,9,2,0,0,1,0,1,0,0,0,0,1,1,2,1,0,0,1,0,0,3,1,0
154,2012,5147.2,4401.6,6000,Br,17.784,-6.0393,5.3258,65,1,77,27,13,4,17,13,6,3,2,0,4,10,10,4,0,2,12,1,7,15,0,0,1,0,0,8,1,0,0,2,0,0,0,0,0,2,2,2,2,3,0,0,0,1,0,0,0,0
154,2008,5147.2,4401.6,6000,Br,15.246,-1.5407,6.61675,38,10,80,11,0,11,20,8,12,1,1,2,3,4,13,1,7,3,17,3,6,7,0,4,5,0,0,7,7,0,1,0,1,0,0,0,0,0,4,2,2,3,0,0,0,0,0,2,3,0
167,2011,4997.,4387.7,6000,Co,16.366,-10.599,7.2249,72,4,38,6,11,13,19,11,4,10,14,13,5,1,6,4,0,8,4,3,5,2,1,9,1,3,4,2,3,1,3,2,0,1,1,2,0,0,2,3,0,1,0,0,1,0,2,1,2,2
167,2013,4997.,4387.7,6000,Co,14.148,-6.4822,7.4485,69,5,30,4,4,16,18,9,2,9,10,8,4,2,6,2,4,9,8,1,5,0,1,6,8,1,0,4,0,0,1,1,0,1,2,5,0,1,4,0,0,0,0,0,0,1,4,2,2,2
167,2014,4997.,4387.7,6000,Co,15.73,-3.6753,6.97255,58,3,23,2,9,10,22,11,3,6,11,4,8,2,6,2,2,10,3,1,6,4,1,2,4,0,0,4,2,2,3,3,0,2,3,5,1,0,1,0,1,0,0,1,4,2,3,1,3,1
167,2009,4997.,4387.7,6000,Co,14.093,-4.3744,6.8645,60,8,43,4,11,14,17,9,6,0,10,7,1,1,6,5,3,5,6,4,2,4,0,4,1,0,1,1,1,3,3,1,0,4,0,2,0,0,0,1,3,1,0,0,0,0,2,2,3,0
168,2008,5019.6,4395.5,6000,Co,14.859,-1.2066,6.2272,39,5,43,7,6,9,18,16,5,3,4,10,3,6,5,5,2,7,6,8,10,7,0,5,5,0,0,5,0,2,0,2,1,0,0,1,4,1,4,3,4,0,1,3,1,0,3,4,1,1
168,2014,5019.6,4395.5,6000,Co,15.78,-3.6978,6.89325,42,1,34,5,4,9,10,10,13,0,4,7,0,2,12,5,2,3,7,8,1,2,0,1,0,3,0,9,1,0,1,0,4,1,1,1,1,0,4,1,0,0,0,0,0,0,7,0,0,1
168,2011,5019.6,4395.5,6000,Co,16.446,-11.061,6.9734,57,7,48,7,13,8,9,13,2,5,6,6,2,5,7,4,2,6,8,4,5,6,2,3,1,2,2,9,0,1,2,2,5,2,2,1,3,0,4,4,0,0,0,0,1,2,6,2,0,0
168,2013,5019.6,4395.5,6000,Co,14.21,-6.6256,7.27315,33,1,33,2,3,7,7,10,4,1,3,6,6,2,9,4,0,3,3,1,3,4,1,2,0,1,0,12,2,1,1,3,9,1,0,1,2,1,2,1,2,0,0,0,0,0,4,2,1,4
169,2009,5044.,4401.1,6000,Co,13.818,-4.5622,6.76615,66,3,64,7,17,8,14,33,7,1,0,5,3,6,3,0,3,7,2,1,4,1,3,0,5,0,2,6,1,5,0,2,0,0,0,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0
169,2008,5044.,4401.1,6000,Co,14.787,-1.3198,6.27465,84,8,74,10,15,6,19,19,10,1,1,7,11,10,2,5,0,6,5,0,1,1,4,0,4,0,1,5,3,4,0,3,0,0,1,3,0,0,1,1,1,0,0,0,0,2,1,1,1,0
169,2014,5044.,4401.1,6000,Co,15.789,-3.7652,6.81775,82,2,72,9,3,4,14,8,3,1,0,0,0,4,3,3,0,1,2,2,0,0,1,1,2,0,0,5,1,1,0,1,0,0,3,4,0,0,2,3,0,0,0,2,0,2,0,0,0,0
